# meta: {"duration": 6.0, "fps": 24.0, "frame_count": 144, "led_count": 160, "motion": {"code": 0, "direction": "LEFT_ORIGIN"}, "palette": ["#ff6f61", "#ffd54f", "#00bcd4"], "ramp_space": "hsluv", "show_params": {"wave_amplitude": 0.45, "wave_direction": 1.0, "wave_frequency": 1.0, "wave_phase": 0.0, "wave_speed": 0.5}, "show_type": "sine", "software_version": "prism-tools/0.1.0", "sync": {"code": 0, "mode": "SYNC"}}
frame,led,r,g,b
42,140,255,124,91
42,141,255,124,91
42,142,255,124,91
42,143,255,125,90
42,144,255,125,90
42,145,255,126,90
42,146,255,128,89
42,147,255,129,89
42,148,255,130,88
42,149,255,131,87
42,150,255,133,87
42,151,255,135,86
42,152,255,137,85
42,153,255,139,85
42,154,255,141,84
42,155,255,143,83
42,156,255,145,82
42,157,255,148,82
42,158,255,150,81
42,159,255,153,80
43,0,255,162,79
43,1,255,165,78
43,2,255,167,78
43,3,255,170,78
43,4,255,174,78
43,5,255,177,78
43,6,255,179,78
43,7,255,183,78
43,8,255,186,79
43,9,255,189,79
43,10,255,192,79
43,11,255,195,80
43,12,255,198,80
43,13,255,202,80
43,14,255,205,80
43,15,255,208,80
43,16,255,211,79
43,17,255,213,8
43,18,244,215,0
43,19,234,216,0
43,20,223,217,0
43,21,212,218,0
43,22,200,219,0
43,23,188,220,0
43,24,174,221,0
43,25,159,223,0
43,26,141,224,0
43,27,118,225,0
43,28,87,227,0
43,29,2,229,0
43,30,0,226,84
43,31,0,224,112
43,32,0,221,128
43,33,0,219,140
43,34,0,217,150
43,35,0,215,157
43,36,0,213,163
43,37,0,211,168
43,38,0,210,173
43,39,0,208,176
43,40,0,207,180
43,41,0,205,183
43,42,0,204,185
43,43,0,203,187
43,44,0,202,189
43,45,0,201,191
43,46,0,200,193
43,47,0,199,194
43,48,0,198,196
43,49,0,197,197
43,50,0,197,198
43,51,0,196,199
43,52,0,196,199
43,53,0,195,200
43,54,0,195,200
43,55,0,195,201
43,56,0,195,201
43,57,0,195,201
43,58,0,195,200
43,59,0,195,200
43,60,0,196,200
43,61,0,196,199
43,62,0,196,198
43,63,0,197,197
43,64,0,198,196
43,65,0,198,195
43,66,0,199,194
43,67,0,200,192
43,68,0,201,190
43,69,0,202,189
43,70,0,203,187
43,71,0,205,184
43,72,0,206,182
43,73,0,207,178
43,74,0,209,175
43,75,0,210,171
43,76,0,212,166
43,77,0,214,161
43,78,0,216,154
43,79,0,218,146
43,80,0,220,136
43,81,0,222,122
43,82,0,225,103
43,83,0,227,68
43,84,54,228,0
43,85,100,226,0
43,86,128,225,0
43,87,149,223,0
43,88,165,222,0
43,89,179,221,0
43,90,193,220,0
43,91,205,219,0
43,92,216,218,0
43,93,227,217,0
43,94,238,216,0
43,95,249,214,0
43,96,255,213,79
43,97,255,210,80
43,98,255,207,80
43,99,255,204,80
43,100,255,200,80
43,101,255,197,80
43,102,255,194,79
43,103,255,191,79
43,104,255,188,79
43,105,255,185,78
43,106,255,182,78
43,107,255,178,78
43,108,255,175,78
43,109,255,172,78
43,110,255,169,78
43,111,255,166,78
43,112,255,164,78
43,113,255,161,79
43,114,255,158,79
43,115,255,155,80
43,116,255,153,80
43,117,255,150,81
43,118,255,148,82
43,119,255,145,82
43,120,255,143,83
43,121,255,141,84
43,122,255,139,85
43,123,255,137,85
43,124,255,135,86
43,125,255,133,87
43,126,255,131,87
43,127,255,130,88
43,128,255,128,89
43,129,255,127,89
43,130,255,126,90
43,131,255,125,90
43,132,255,125,90
43,133,255,124,91
43,134,255,124,91
43,135,255,124,91
43,136,255,124,91
43,137,255,124,91
43,138,255,124,91
43,139,255,124,91
43,140,255,125,90
43,141,255,126,90
43,142,255,127,90
43,143,255,128,89
43,144,255,129,88
43,145,255,131,88
43,146,255,132,87
43,147,255,134,86
43,148,255,135,86
43,149,255,137,85
43,150,255,139,84
43,151,255,141,84
43,152,255,144,83
43,153,255,146,82
43,154,255,149,81
43,155,255,151,81
43,156,255,154,80
43,157,255,156,79
43,158,255,159,79
43,159,255,162,79
44,0,255,171,78
44,1,255,174,78
44,2,255,177,78
44,3,255,181,78
44,4,255,184,78
44,5,255,187,79
44,6,255,190,79
44,7,255,193,79
44,8,255,196,80
44,9,255,199,80
44,10,255,203,80
44,11,255,206,80
44,12,255,209,80
44,13,255,212,79
44,14,252,214,0
44,15,241,215,0
44,16,230,216,0
44,17,219,218,0
44,18,208,219,0
44,19,196,220,0
44,20,184,221,0
44,21,169,222,0
44,22,154,223,0
44,23,135,224,0
44,24,110,226,0
44,25,73,228,0
44,26,0,228,48
44,27,0,225,94
44,28,0,223,117
44,29,0,221,132
44,30,0,218,144
44,31,0,216,152
44,32,0,214,159
44,33,0,213,165
44,34,0,211,170
44,35,0,209,174
44,36,0,208,177
44,37,0,206,180
44,38,0,205,183
44,39,0,204,186
44,40,0,202,188
44,41,0,201,190
44,42,0,200,192
44,43,0,199,193
44,44,0,199,195
44,45,0,198,196
44,46,0,197,197
44,47,0,197,198
44,48,0,196,199
44,49,0,196,200
44,50,0,195,200
44,51,0,195,200
44,52,0,195,201
44,53,0,195,201
44,54,0,195,201
44,55,0,195,200
44,56,0,195,200
44,57,0,196,200
44,58,0,196,199
44,59,0,197,198
44,60,0,197,197
44,61,0,198,196
44,62,0,199,195
44,63,0,199,193
44,64,0,200,192
44,65,0,201,190
44,66,0,202,188
44,67,0,204,186
44,68,0,205,183
44,69,0,206,180
44,70,0,208,177
44,71,0,209,174
44,72,0,211,170
44,73,0,213,165
44,74,0,214,159
44,75,0,216,152
44,76,0,218,144
44,77,0,221,132
44,78,0,223,117
44,79,0,225,94
44,80,0,228,48
44,81,73,228,0
44,82,110,226,0
44,83,135,224,0
44,84,154,223,0
44,85,169,222,0
44,86,184,221,0
44,87,196,220,0
44,88,208,219,0
44,89,219,218,0
44,90,230,216,0
44,91,241,215,0
44,92,252,214,0
44,93,255,212,79
44,94,255,209,80
44,95,255,206,80
44,96,255,203,80
44,97,255,199,80
44,98,255,196,80
44,99,255,193,79
44,100,255,190,79
44,101,255,187,79
44,102,255,184,78
44,103,255,181,78
44,104,255,177,78
44,105,255,174,78
44,106,255,171,78
44,107,255,168,78
44,108,255,166,78
44,109,255,163,78
44,110,255,160,79
44,111,255,157,79
44,112,255,155,80
44,113,255,152,80
44,114,255,149,81
44,115,255,147,82
44,116,255,144,83
44,117,255,142,83
44,118,255,140,84
44,119,255,138,85
44,120,255,136,86
44,121,255,134,86
44,122,255,133,87
44,123,255,131,88
44,124,255,129,88
44,125,255,128,89
44,126,255,127,89
44,127,255,126,90
44,128,255,125,90
44,129,255,125,90
44,130,255,124,91
44,131,255,124,91
44,132,255,124,91
44,133,255,124,91
44,134,255,124,91
44,135,255,124,91
44,136,255,125,90
44,137,255,125,90
44,138,255,126,90
44,139,255,127,89
44,140,255,128,89
44,141,255,129,88
44,142,255,131,88
44,143,255,133,87
44,144,255,134,86
44,145,255,136,86
44,146,255,138,85
44,147,255,140,84
44,148,255,142,83
44,149,255,144,83
44,150,255,147,82
44,151,255,149,81
44,152,255,152,80
44,153,255,155,80
44,154,255,157,79
44,155,255,160,79
44,156,255,163,78
44,157,255,166,78
44,158,255,168,78
44,159,255,171,78
45,0,255,182,78
45,1,255,185,78
45,2,255,188,79
45,3,255,191,79
45,4,255,194,79
45,5,255,197,80
45,6,255,200,80
45,7,255,204,80
45,8,255,207,80
45,9,255,210,80
45,10,255,213,79
45,11,249,214,0
45,12,238,216,0
45,13,227,217,0
45,14,216,218,0
45,15,205,219,0
45,16,193,220,0
45,17,179,221,0
45,18,165,222,0
45,19,149,223,0
45,20,128,225,0
45,21,100,226,0
45,22,54,228,0
45,23,0,227,68
45,24,0,225,103
45,25,0,222,122
45,26,0,220,136
45,27,0,218,146
45,28,0,216,154
45,29,0,214,161
45,30,0,212,166
45,31,0,210,171
45,32,0,209,175
45,33,0,207,178
45,34,0,206,182
45,35,0,205,184
45,36,0,203,187
45,37,0,202,189
45,38,0,201,190
45,39,0,200,192
45,40,0,199,194
45,41,0,198,195
45,42,0,198,196
45,43,0,197,197
45,44,0,196,198
45,45,0,196,199
45,46,0,196,200
45,47,0,195,200
45,48,0,195,200
45,49,0,195,201
45,50,0,195,201
45,51,0,195,201
45,52,0,195,200
45,53,0,195,200
45,54,0,196,199
45,55,0,196,199
45,56,0,197,198
45,57,0,197,197
45,58,0,198,196
45,59,0,199,194
45,60,0,200,193
45,61,0,201,191
45,62,0,202,189
45,63,0,203,187
45,64,0,204,185
45,65,0,205,183
45,66,0,207,180
45,67,0,208,176
45,68,0,210,173
45,69,0,211,168
45,70,0,213,163
45,71,0,215,157
45,72,0,217,150
45,73,0,219,140
45,74,0,221,128
45,75,0,224,112
45,76,0,226,84
45,77,2,229,0
45,78,87,227,0
45,79,118,225,0
45,80,141,224,0
45,81,159,223,0
45,82,174,221,0
45,83,188,220,0
45,84,200,219,0
45,85,212,218,0
45,86,223,217,0
45,87,234,216,0
45,88,244,215,0
45,89,255,213,8
45,90,255,211,79
45,91,255,208,80
45,92,255,205,80
45,93,255,202,80
45,94,255,198,80
45,95,255,195,80
45,96,255,192,79
45,97,255,189,79
45,98,255,186,79
45,99,255,183,78
45,100,255,179,78
45,101,255,177,78
45,102,255,174,78
45,103,255,170,78
45,104,255,167,78
45,105,255,165,78
45,106,255,162,79
45,107,255,159,79
45,108,255,156,79
45,109,255,154,80
45,110,255,151,81
45,111,255,149,81
45,112,255,146,82
45,113,255,144,83
45,114,255,141,84
45,115,255,139,84
45,116,255,137,85
45,117,255,135,86
45,118,255,134,86
45,119,255,132,87
45,120,255,131,88
45,121,255,129,88
45,122,255,128,89
45,123,255,127,90
45,124,255,126,90
45,125,255,125,90
45,126,255,124,91
45,127,255,124,91
45,128,255,124,91
45,129,255,124,91
45,130,255,124,91
45,131,255,124,91
45,132,255,124,91
45,133,255,125,90
45,134,255,125,90
45,135,255,126,90
45,136,255,127,89
45,137,255,128,89
45,138,255,130,88
45,139,255,131,87
45,140,255,133,87
45,141,255,135,86
45,142,255,137,85
45,143,255,139,85
45,144,255,141,84
45,145,255,143,83
45,146,255,145,82
45,147,255,148,82
45,148,255,150,81
45,149,255,153,80
45,150,255,155,80
45,151,255,158,79
45,152,255,161,79
45,153,255,164,78
45,154,255,166,78
45,155,255,169,78
45,156,255,172,78
45,157,255,175,78
45,158,255,178,78
45,159,255,182,78
46,0,255,192,79
46,1,255,195,80
46,2,255,198,80
46,3,255,201,80
46,4,255,205,80
46,5,255,208,80
46,6,255,211,80
46,7,255,213,31
46,8,245,215,0
46,9,234,216,0
46,10,224,217,0
46,11,213,218,0
46,12,201,219,0
46,13,188,220,0
46,14,175,221,0
46,15,160,223,0
46,16,142,224,0
46,17,121,225,0
46,18,89,227,0
46,19,20,229,0
46,20,0,226,82
46,21,0,224,110
46,22,0,221,127
46,23,0,219,140
46,24,0,217,149
46,25,0,215,157
46,26,0,213,163
46,27,0,212,168
46,28,0,210,172
46,29,0,208,176
46,30,0,207,179
46,31,0,205,182
46,32,0,204,185
46,33,0,203,187
46,34,0,202,189
46,35,0,201,191
46,36,0,200,193
46,37,0,199,194
46,38,0,198,195
46,39,0,197,197
46,40,0,197,198
46,41,0,196,199
46,42,0,196,199
46,43,0,195,200
46,44,0,195,200
46,45,0,195,201
46,46,0,195,201
46,47,0,195,201
46,48,0,195,200
46,49,0,195,200
46,50,0,195,200
46,51,0,196,199
46,52,0,196,198
46,53,0,197,198
46,54,0,197,197
46,55,0,198,195
46,56,0,199,194
46,57,0,200,192
46,58,0,201,191
46,59,0,202,189
46,60,0,203,187
46,61,0,204,184
46,62,0,206,182
46,63,0,207,179
46,64,0,209,175
46,65,0,210,171
46,66,0,212,167
46,67,0,214,162
46,68,0,216,155
46,69,0,218,147
46,70,0,220,137
46,71,0,222,123
46,72,0,224,104
46,73,0,227,71
46,74,49,228,0
46,75,98,226,0
46,76,127,225,0
46,77,147,223,0
46,78,164,222,0
46,79,178,221,0
46,80,192,220,0
46,81,204,219,0
46,82,215,218,0
46,83,226,217,0
46,84,237,216,0
46,85,248,214,0
46,86,255,213,74
46,87,255,210,80
46,88,255,207,80
46,89,255,204,80
46,90,255,201,80
46,91,255,197,80
46,92,255,194,79
46,93,255,191,79
46,94,255,188,79
46,95,255,185,78
46,96,255,182,78
46,97,255,179,78
46,98,255,176,78
46,99,255,173,78
46,100,255,170,78
46,101,255,167,78
46,102,255,164,78
46,103,255,161,79
46,104,255,158,79
46,105,255,156,80
46,106,255,153,80
46,107,255,150,81
46,108,255,148,82
46,109,255,145,82
46,110,255,143,83
46,111,255,141,84
46,112,255,139,85
46,113,255,137,85
46,114,255,135,86
46,115,255,133,87
46,116,255,131,87
46,117,255,130,88
46,118,255,129,89
46,119,255,128,89
46,120,255,126,90
46,121,255,125,90
46,122,255,125,90
46,123,255,124,91
46,124,255,124,91
46,125,255,124,91
46,126,255,124,91
46,127,255,124,91
46,128,255,124,91
46,129,255,124,91
46,130,255,125,90
46,131,255,126,90
46,132,255,127,90
46,133,255,128,89
46,134,255,129,89
46,135,255,130,88
46,136,255,132,87
46,137,255,133,87
46,138,255,135,86
46,139,255,137,85
46,140,255,139,84
46,141,255,141,84
46,142,255,144,83
46,143,255,146,82
46,144,255,148,81
46,145,255,151,81
46,146,255,153,80
46,147,255,156,79
46,148,255,159,79
46,149,255,162,79
46,150,255,164,78
46,151,255,167,78
46,152,255,170,78
46,153,255,173,78
46,154,255,176,78
46,155,255,179,78
46,156,255,182,78
46,157,255,186,79
46,158,255,189,79
46,159,255,192,79
47,0,255,202,80
47,1,255,206,80
47,2,255,209,80
47,3,255,212,79
47,4,252,214,0
47,5,242,215,0
47,6,231,216,0
47,7,220,218,0
47,8,209,219,0
47,9,197,220,0
47,10,185,221,0
47,11,170,222,0
47,12,155,223,0
47,13,136,224,0
47,14,111,226,0
47,15,76,227,0
47,16,0,228,42
47,17,0,225,92
47,18,0,223,115
47,19,0,221,131
47,20,0,219,143
47,21,0,216,152
47,22,0,215,159
47,23,0,213,164
47,24,0,211,169
47,25,0,209,174
47,26,0,208,177
47,27,0,206,180
47,28,0,205,183
47,29,0,204,186
47,30,0,203,188
47,31,0,201,190
47,32,0,200,192
47,33,0,200,193
47,34,0,199,195
47,35,0,198,196
47,36,0,197,197
47,37,0,197,198
47,38,0,196,199
47,39,0,196,199
47,40,0,195,200
47,41,0,195,200
47,42,0,195,201
47,43,0,195,201
47,44,0,195,201
47,45,0,195,200
47,46,0,195,200
47,47,0,196,200
47,48,0,196,199
47,49,0,196,198
47,50,0,197,197
47,51,0,198,196
47,52,0,199,195
47,53,0,199,193
47,54,0,200,192
47,55,0,201,190
47,56,0,202,188
47,57,0,204,186
47,58,0,205,183
47,59,0,206,181
47,60,0,208,178
47,61,0,209,174
47,62,0,211,170
47,63,0,212,165
47,64,0,214,160
47,65,0,216,153
47,66,0,218,144
47,67,0,220,133
47,68,0,223,118
47,69,0,225,96
47,70,0,228,53
47,71,70,228,0
47,72,108,226,0
47,73,133,224,0
47,74,153,223,0
47,75,169,222,0
47,76,183,221,0
47,77,195,220,0
47,78,207,219,0
47,79,219,218,0
47,80,230,217,0
47,81,240,215,0
47,82,251,214,0
47,83,255,212,79
47,84,255,209,80
47,85,255,206,80
47,86,255,203,80
47,87,255,200,80
47,88,255,196,80
47,89,255,193,79
47,90,255,190,79
47,91,255,187,79
47,92,255,184,78
47,93,255,181,78
47,94,255,178,78
47,95,255,175,78
47,96,255,172,78
47,97,255,169,78
47,98,255,166,78
47,99,255,163,78
47,100,255,160,79
47,101,255,157,79
47,102,255,155,80
47,103,255,152,80
47,104,255,149,81
47,105,255,147,82
47,106,255,145,82
47,107,255,142,83
47,108,255,140,84
47,109,255,138,85
47,110,255,136,86
47,111,255,134,86
47,112,255,133,87
47,113,255,131,88
47,114,255,130,88
47,115,255,128,89
47,116,255,127,89
47,117,255,126,90
47,118,255,125,90
47,119,255,125,90
47,120,255,124,91
47,121,255,124,91
47,122,255,124,91
47,123,255,124,91
47,124,255,124,91
47,125,255,124,91
47,126,255,125,90
47,127,255,125,90
47,128,255,126,90
47,129,255,127,89
47,130,255,128,89
47,131,255,129,88
47,132,255,131,88
47,133,255,132,87
47,134,255,134,86
47,135,255,136,86
47,136,255,138,85
47,137,255,140,84
47,138,255,142,83
47,139,255,144,83
47,140,255,147,82
47,141,255,149,81
47,142,255,152,80
47,143,255,154,80
47,144,255,157,79
47,145,255,160,79
47,146,255,162,78
47,147,255,165,78
47,148,255,168,78
47,149,255,171,78
47,150,255,174,78
47,151,255,177,78
47,152,255,180,78
47,153,255,183,78
47,154,255,186,79
47,155,255,190,79
47,156,255,193,79
47,157,255,196,80
47,158,255,199,80
47,159,255,202,80
48,0,255,213,79
48,1,249,214,0
48,2,239,215,0
48,3,228,217,0
48,4,217,218,0
48,5,205,219,0
48,6,193,220,0
48,7,180,221,0
48,8,166,222,0
48,9,150,223,0
48,10,129,225,0
48,11,102,226,0
48,12,59,228,0
48,13,0,227,64
48,14,0,225,101
48,15,0,222,121
48,16,0,220,135
48,17,0,218,146
48,18,0,216,154
48,19,0,214,161
48,20,0,212,166
48,21,0,210,171
48,22,0,209,175
48,23,0,207,178
48,24,0,206,181
48,25,0,205,184
48,26,0,203,186
48,27,0,202,188
48,28,0,201,190
48,29,0,200,192
48,30,0,199,194
48,31,0,198,195
48,32,0,198,196
48,33,0,197,197
48,34,0,196,198
48,35,0,196,199
48,36,0,196,200
48,37,0,195,200
48,38,0,195,200
48,39,0,195,201
48,40,0,195,201
48,41,0,195,201
48,42,0,195,200
48,43,0,195,200
48,44,0,196,199
48,45,0,196,199
48,46,0,197,198
48,47,0,197,197
48,48,0,198,196
48,49,0,199,194
48,50,0,200,193
48,51,0,201,191
48,52,0,202,189
48,53,0,203,188
48,54,0,204,185
48,55,0,205,183
48,56,0,207,180
48,57,0,208,176
48,58,0,210,173
48,59,0,211,168
48,60,0,213,164
48,61,0,215,157
48,62,0,217,150
48,63,0,219,141
48,64,0,221,129
48,65,0,223,113
48,66,0,226,86
48,67,0,229,17
48,68,84,227,0
48,69,116,225,0
48,70,140,224,0
48,71,158,223,0
48,72,174,222,0
48,73,187,221,0
48,74,200,219,0
48,75,211,218,0
48,76,222,217,0
48,77,233,216,0
48,78,244,215,0
48,79,255,213,0
48,80,255,211,79
48,81,255,208,80
48,82,255,205,80
48,83,255,202,80
48,84,255,199,80
48,85,255,195,80
48,86,255,192,79
48,87,255,189,79
48,88,255,186,79
48,89,255,183,78
48,90,255,180,78
48,91,255,177,78
48,92,255,174,78
48,93,255,171,78
48,94,255,168,78
48,95,255,165,78
48,96,255,162,79
48,97,255,159,79
48,98,255,157,79
48,99,255,154,80
48,100,255,151,81
48,101,255,149,81
48,102,255,146,82
48,103,255,144,83
48,104,255,142,83
48,105,255,140,84
48,106,255,137,85
48,107,255,136,86
48,108,255,134,86
48,109,255,132,87
48,110,255,131,88
48,111,255,129,88
48,112,255,128,89
48,113,255,127,89
48,114,255,126,90
48,115,255,125,90
48,116,255,124,91
48,117,255,124,91
48,118,255,124,91
48,119,255,124,91
48,120,255,124,91
48,121,255,124,91
48,122,255,124,91
48,123,255,125,90
48,124,255,125,90
48,125,255,126,90
48,126,255,127,89
48,127,255,128,89
48,128,255,130,88
48,129,255,131,88
48,130,255,133,87
48,131,255,135,86
48,132,255,137,85
48,133,255,138,85
48,134,255,141,84
48,135,255,143,83
48,136,255,145,82
48,137,255,147,82
48,138,255,150,81
48,139,255,152,80
48,140,255,155,80
48,141,255,158,79
48,142,255,160,79
48,143,255,163,78
48,144,255,166,78
48,145,255,169,78
48,146,255,172,78
48,147,255,175,78
48,148,255,178,78
48,149,255,181,78
48,150,255,184,78
48,151,255,188,79
48,152,255,191,79
48,153,255,194,79
48,154,255,197,80
48,155,255,200,80
48,156,255,203,80
48,157,255,207,80
48,158,255,210,80
48,159,255,213,79
49,0,224,217,0
49,1,213,218,0
49,2,202,219,0
49,3,189,220,0
49,4,176,221,0
49,5,160,223,0
49,6,143,224,0
49,7,122,225,0
49,8,92,227,0
49,9,30,229,0
49,10,0,227,79
49,11,0,224,109
49,12,0,221,126
49,13,0,219,139
49,14,0,217,149
49,15,0,215,156
49,16,0,213,162
49,17,0,212,168
49,18,0,210,172
49,19,0,208,176
49,20,0,207,179
49,21,0,206,182
49,22,0,204,185
49,23,0,203,187
49,24,0,202,189
49,25,0,201,191
49,26,0,200,193
49,27,0,199,194
49,28,0,198,195
49,29,0,197,197
49,30,0,197,198
49,31,0,196,199
49,32,0,196,199
49,33,0,195,200
49,34,0,195,200
49,35,0,195,201
49,36,0,195,201
49,37,0,195,201
49,38,0,195,200
49,39,0,195,200
49,40,0,195,200
49,41,0,196,199
49,42,0,196,198
49,43,0,197,198
49,44,0,197,197
49,45,0,198,195
49,46,0,199,194
49,47,0,200,192
49,48,0,201,191
49,49,0,202,189
49,50,0,203,187
49,51,0,204,184
49,52,0,206,182
49,53,0,207,179
49,54,0,209,175
49,55,0,210,172
49,56,0,212,167
49,57,0,214,162
49,58,0,216,155
49,59,0,217,147
49,60,0,220,138
49,61,0,222,124
49,62,0,224,106
49,63,0,227,74
49,64,44,228,0
49,65,96,227,0
49,66,125,225,0
49,67,146,224,0
49,68,163,222,0
49,69,178,221,0
49,70,191,220,0
49,71,203,219,0
49,72,214,218,0
49,73,225,217,0
49,74,236,216,0
49,75,247,214,0
49,76,255,213,68
49,77,255,210,80
49,78,255,207,80
49,79,255,204,80
49,80,255,201,80
49,81,255,198,80
49,82,255,194,80
49,83,255,191,79
49,84,255,188,79
49,85,255,185,78
49,86,255,182,78
49,87,255,179,78
49,88,255,176,78
49,89,255,173,78
49,90,255,170,78
49,91,255,167,78
49,92,255,164,78
49,93,255,161,79
49,94,255,158,79
49,95,255,156,80
49,96,255,153,80
49,97,255,150,81
49,98,255,148,81
49,99,255,145,82
49,100,255,143,83
49,101,255,141,84
49,102,255,139,84
49,103,255,137,85
49,104,255,135,86
49,105,255,133,87
49,106,255,132,87
49,107,255,130,88
49,108,255,129,89
49,109,255,128,89
49,110,255,126,90
49,111,255,125,90
49,112,255,125,90
49,113,255,124,91
49,114,255,124,91
49,115,255,124,91
49,116,255,124,91
49,117,255,124,91
49,118,255,124,91
49,119,255,124,91
49,120,255,125,90
49,121,255,126,90
49,122,255,127,90
49,123,255,128,89
49,124,255,129,89
49,125,255,130,88
49,126,255,132,87
49,127,255,133,87
49,128,255,135,86
49,129,255,137,85
49,130,255,139,84
49,131,255,141,84
49,132,255,143,83
49,133,255,146,82
49,134,255,148,81
49,135,255,151,81
49,136,255,153,80
49,137,255,156,80
49,138,255,159,79
49,139,255,161,79
49,140,255,164,78
49,141,255,167,78
49,142,255,170,78
49,143,255,173,78
49,144,255,176,78
49,145,255,179,78
49,146,255,182,78
49,147,255,185,78
49,148,255,188,79
49,149,255,192,79
49,150,255,195,80
49,151,255,198,80
49,152,255,201,80
49,153,255,204,80
49,154,255,208,80
49,155,255,211,80
49,156,255,213,44
49,157,246,215,0
49,158,235,216,0
49,159,224,217,0
50,0,185,221,0
50,1,171,222,0
50,2,156,223,0
50,3,137,224,0
50,4,113,226,0
50,5,79,227,0
50,6,0,228,36
50,7,0,226,90
50,8,0,223,114
50,9,0,221,131
50,10,0,219,142
50,11,0,217,151
50,12,0,215,158
50,13,0,213,164
50,14,0,211,169
50,15,0,210,173
50,16,0,208,177
50,17,0,207,180
50,18,0,205,183
50,19,0,204,185
50,20,0,203,188
50,21,0,201,190
50,22,0,200,192
50,23,0,200,193
50,24,0,199,195
50,25,0,198,196
50,26,0,197,197
50,27,0,197,198
50,28,0,196,199
50,29,0,196,199
50,30,0,195,200
50,31,0,195,200
50,32,0,195,201
50,33,0,195,201
50,34,0,195,201
50,35,0,195,200
50,36,0,195,200
50,37,0,196,200
50,38,0,196,199
50,39,0,196,198
50,40,0,197,197
50,41,0,198,196
50,42,0,199,195
50,43,0,199,194
50,44,0,200,192
50,45,0,201,190
50,46,0,202,188
50,47,0,204,186
50,48,0,205,184
50,49,0,206,181
50,50,0,208,178
50,51,0,209,174
50,52,0,211,170
50,53,0,212,166
50,54,0,214,160
50,55,0,216,153
50,56,0,218,145
50,57,0,220,134
50,58,0,223,119
50,59,0,225,98
50,60,0,228,57
50,61,66,228,0
50,62,106,226,0
50,63,132,225,0
50,64,152,223,0
50,65,168,222,0
50,66,182,221,0
50,67,195,220,0
50,68,207,219,0
50,69,218,218,0
50,70,229,217,0
50,71,240,215,0
50,72,250,214,0
50,73,255,213,79
50,74,255,209,80
50,75,255,206,80
50,76,255,203,80
50,77,255,200,80
50,78,255,197,80
50,79,255,193,79
50,80,255,190,79
50,81,255,187,79
50,82,255,184,78
50,83,255,181,78
50,84,255,178,78
50,85,255,175,78
50,86,255,172,78
50,87,255,169,78
50,88,255,166,78
50,89,255,163,78
50,90,255,160,79
50,91,255,157,79
50,92,255,155,80
50,93,255,152,80
50,94,255,150,81
50,95,255,147,82
50,96,255,145,82
50,97,255,143,83
50,98,255,140,84
50,99,255,138,85
50,100,255,136,85
50,101,255,134,86
50,102,255,133,87
50,103,255,131,88
50,104,255,130,88
50,105,255,128,89
50,106,255,127,89
50,107,255,126,90
50,108,255,125,90
50,109,255,125,90
50,110,255,124,91
50,111,255,124,91
50,112,255,124,91
50,113,255,124,91
50,114,255,124,91
50,115,255,124,91
50,116,255,125,90
50,117,255,125,90
50,118,255,126,90
50,119,255,127,89
50,120,255,128,89
50,121,255,129,88
50,122,255,131,88
50,123,255,132,87
50,124,255,134,86
50,125,255,136,86
50,126,255,138,85
50,127,255,140,84
50,128,255,142,83
50,129,255,144,83
50,130,255,147,82
50,131,255,149,81
50,132,255,151,81
50,133,255,154,80
50,134,255,157,79
50,135,255,159,79
50,136,255,162,78
50,137,255,165,78
50,138,255,168,78
50,139,255,171,78
50,140,255,174,78
50,141,255,177,78
50,142,255,180,78
50,143,255,183,78
50,144,255,186,79
50,145,255,190,79
50,146,255,193,79
50,147,255,196,80
50,148,255,199,80
50,149,255,202,80
50,150,255,205,80
50,151,255,209,80
50,152,255,212,79
50,153,253,213,0
50,154,242,215,0
50,155,231,216,0
50,156,221,217,0
50,157,209,219,0
50,158,198,220,0
50,159,185,221,0
51,0,131,225,0
51,1,104,226,0
51,2,63,228,0
51,3,0,228,61
51,4,0,225,100
51,5,0,222,120
51,6,0,220,135
51,7,0,218,146
51,8,0,216,154
51,9,0,214,160
51,10,0,212,166
51,11,0,211,171
51,12,0,209,175
51,13,0,208,178
51,14,0,206,181
51,15,0,205,184
51,16,0,204,186
51,17,0,202,188
51,18,0,201,190
51,19,0,200,192
51,20,0,199,194
51,21,0,198,195
51,22,0,198,196
51,23,0,197,197
51,24,0,196,198
51,25,0,196,199
51,26,0,196,200
51,27,0,195,200
51,28,0,195,200
51,29,0,195,201
51,30,0,195,201
51,31,0,195,201
51,32,0,195,200
51,33,0,195,200
51,34,0,196,199
51,35,0,196,199
51,36,0,197,198
51,37,0,197,197
51,38,0,198,196
51,39,0,199,194
51,40,0,200,193
51,41,0,201,191
51,42,0,202,190
51,43,0,203,188
51,44,0,204,185
51,45,0,205,183
51,46,0,207,180
51,47,0,208,177
51,48,0,210,173
51,49,0,211,169
51,50,0,213,164
51,51,0,215,158
51,52,0,217,150
51,53,0,219,141
51,54,0,221,130
51,55,0,223,114
51,56,0,226,88
51,57,0,229,28
51,58,82,227,0
51,59,115,226,0
51,60,138,224,0
51,61,157,223,0
51,62,172,222,0
51,63,186,221,0
51,64,199,220,0
51,65,210,219,0
51,66,221,217,0
51,67,232,216,0
51,68,243,215,0
51,69,254,213,0
51,70,255,212,79
51,71,255,208,80
51,72,255,205,80
51,73,255,202,80
51,74,255,199,80
